student_id,age,sex,course,yr_level,socioeconomic_stat,fam_support,working_stud,scholar,personality_type,TM1,TM2,TM3,TM4,TM5,TM6,TM7,CAP1,CAP2,CAP3,CAP4,GSS1,GSS2,GSS3,GSS4,GSS5,GSS6,GSS7,EP1,EP2,EP3,EP4,EP5,EP6,NT1,NT2,NT3,desktop,laptop,mobile_phone,tablet,wifi,prepaid-wifi,cellular_data,hotspot,vhigh_speed,high_speed,moderate_speed,light_speed,GPA,gpa_range
2021-02177,19,M,CS,2,low,no,no,no,ESTJ,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,always,sometimes,always,always,always,sometimes,never,always,never,sometimes,never,always,always,sometimes,sometimes,always,always,2.625,Satisfactory
2018-03254,22,M,CS,2,low,yes,no,no,ISFJ,sometimes,sometimes,sometimes,never,always,always,sometimes,always,always,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,never,always,always,always,never,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.4904,Superior
2021-02280,21,M,CS,2,low,yes,no,no,ISFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,sometimes,sometimes,sometimes,never,never,never,1.7692,Very-Satisfactory
2021-01230,19,F,CS,2,low,yes,no,no,INFP,sometimes,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,never,always,never,always,never,always,sometimes,sometimes,sometimes,always,always,1.875,Very-Satisfactory
2018-02823,22,F,CS,2,low,yes,no,no,INTJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,never,never,always,never,never,never,always,always,sometimes,sometimes,sometimes,sometimes,2.0288,Very-Satisfactory
2021-01274,19,F,CS,2,low,yes,no,no,INTJ,always,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,never,sometimes,sometimes,never,always,sometimes,always,sometimes,sometimes,sometimes,always,always,always,always,never,sometimes,always,never,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.6154,Superior
2021-00175,19,M,CS,2,lower middle,yes,no,no,INTJ,sometimes,never,sometimes,never,always,never,never,always,always,sometimes,sometimes,sometimes,sometimes,never,never,never,never,always,sometimes,never,never,never,never,sometimes,never,never,sometimes,always,never,always,never,always,never,sometimes,never,sometimes,always,sometimes,sometimes,4.1923,Barely-Satisfactory
2021-00267,19,M,CS,2,low,yes,no,no,INTJ,sometimes,sometimes,always,sometimes,always,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,never,never,always,sometimes,never,sometimes,always,always,1.7788,Very-Satisfactory
2021-01451,19,M,CS,2,low,yes,no,no,ISTP,sometimes,sometimes,always,never,always,never,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,never,never,sometimes,never,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,always,sometimes,never,never,always,never,never,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.7788,Very-Satisfactory
2021-00036,22,M,CS,2,low,yes,no,no,INTJ,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,always,sometimes,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,sometimes,sometimes,never,never,never,sometimes,sometimes,never,never,never,always,always,never,always,never,always,never,always,never,never,never,2.2981,Satisfactory
2021-00273,19,F,CS,2,low,yes,no,no,INFJ,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,always,sometimes,never,sometimes,sometimes,never,never,sometimes,never,never,never,sometimes,sometimes,never,never,never,never,sometimes,never,sometimes,never,never,always,never,sometimes,never,sometimes,sometimes,never,never,sometimes,always,1.6635,Superior
2021-04627,19,F,CS,2,low,yes,no,no,INTJ,always,sometimes,always,always,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,always,never,always,always,always,always,never,never,never,always,sometimes,always,never,always,always,never,never,never,always,always,never,sometimes,always,sometimes,1.5096,Superior
2021-00192,19,M,CS,2,low,yes,no,no,ENFJ,sometimes,sometimes,always,sometimes,always,always,always,always,always,sometimes,always,always,always,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,never,always,never,always,always,never,sometimes,sometimes,sometimes,1.3846,Superior
2021-03935,21,F,CS,2,Upper but not rich,no,yes,no,ENFJ,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,never,always,never,always,sometimes,always,always,sometimes,never,1.3558,Superior
2021-02298,21,F,CS,2,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.5,Superior
2021-00185,21,F,CS,2,lower middle,yes,no,no,INTJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,never,always,always,never,always,sometimes,sometimes,never,sometimes,never,sometimes,sometimes,sometimes,always,never,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,never,never,1.9135,Very-Satisfactory
2021-00211,19,M,CS,2,lower middle,yes,no,no,ISFP,never,sometimes,sometimes,never,sometimes,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,never,always,sometimes,always,never,sometimes,sometimes,sometimes,always,2.1731,Very-Satisfactory
2021-00020,19,M,CS,2,lower middle,yes,no,no,ESTJ,never,never,sometimes,never,never,never,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,never,never,never,sometimes,never,never,sometimes,sometimes,always,always,sometimes,always,always,always,always,sometimes,always,always,sometimes,1.2596,Superior
2021-04780,24,F,CS,2,lower middle,no,no,no,ESFJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,sometimes,always,sometimes,always,always,always,sometimes,always,always,always,always,always,always,always,sometimes,always,sometimes,always,always,never,always,never,sometimes,never,always,never,never,never,1.2692,Superior
2021-01500,19,M,CS,2,lower middle,yes,no,no,ENTJ,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,sometimes,never,sometimes,always,never,always,never,always,sometimes,Sometimes,always,sometimes,sometimes,1.9519,Very-Satisfactory
2021-01522,20,M,CS,2,lower middle,yes,no,no,ESFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,1.5673,Superior
2021-01461,20,M,CS,2,rich,yes,no,no,ESFP,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,1.9423,Very-Satisfactory
2021-00847,23,M,CS,2,low,yes,no,no,ISFJ,sometimes,always,sometimes,never,sometimes,never,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,always,always,always,sometimes,always,sometimes,never,sometimes,always,sometimes,always,sometimes,always,sometimes,never,always,never,never,1.3846,Superior
2021-02271,23,M,CS,2,low,yes,yes,yes,INFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,4.1731,Barely-Satisfactory
2021-01154,19,M,CS,2,low,yes,no,no,ENFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,sometimes,1.5577,Superior
2021-01114,19,F,CS,2,low,yes,no,no,ISFJ,always,always,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,never,always,always,always,sometimes,sometimes,sometimes,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.6058,Superior
2020-01278,23,M,CS,2,low,yes,no,no,ISTP,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,never,never,always,never,sometimes,sometimes,sometimes,sometimes,1.8173,Very-Satisfactory
2021-00184,19,M,CS,2,lower middle,yes,no,no,ISTJ,never,sometimes,sometimes,never,always,always,sometimes,Always,always,never,always,sometimes,sometimes,never,sometimes,always,sometimes,never,never,never,never,never,never,never,sometimes,never,sometimes,never,sometimes,always,never,never,always,sometimes,never,never,sometimes,always,sometimes,1.5481,Superior
2021-00195,20,M,CS,2,lower middle,yes,no,yes,ISFP,sometimes,sometimes,never,never,sometimes,never,never,sometimes,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,always,always,sometimes,never,sometimes,always,sometimes,never,always,always,always,never,always,never,sometimes,never,always,never,never,never,1.5865,Superior
2021-01330,19,M,CS,2,low,yes,no,no,INTJ,sometimes,never,sometimes,never,always,never,never,always,always,sometimes,always,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,always,never,always,never,always,never,never,never,1.8077,Very-Satisfactory
2021-02209,21,M,CS,2,low,yes,no,no,ESFP,always,always,sometimes,always,always,always,always,always,always,always,sometimes,always,always,always,sometimes,always,always,always,always,always,sometimes,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,never,always,sometimes,always,sometimes,1.7308,Superior
2022-02267,19,M,CS,2,low,yes,no,no,ESFJ,always,never,always,never,always,never,never,always,sometimes,sometimes,always,always,sometimes,never,always,always,always,always,always,always,sometimes,always,always,sometimes,never,never,never,sometimes,never,always,never,always,never,always,sometimes,always,never,never,never,1.6346,Superior
2021-00530,19,F,CS,2,low,yes,no,yes,INFP,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,always,sometimes,always,sometimes,never,always,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.5769,Superior
2021-05023,19,M,CS,2,lower middle,yes,no,no,ENFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,1.4231,Superior
2021-00940,19,M,CS,2,low,yes,no,no,ENFP,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,always,always,always,always,never,sometimes,never,sometimes,always,sometimes,always,always,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.9038,Very-Satisfactory
2020-01281,21,M,CS,3,lower middle,yes,no,no,ESTP,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.5341,Superior
2020-01289,20,M,CS,3,low,yes,no,no,ENTP,sometimes,sometimes,always,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,never,sometimes,always,always,sometimes,sometimes,never,always,always,never,always,never,sometimes,sometimes,never,sometimes,always,sometimes,1.9659,Very-Satisfactory
2020-01319,20,M,CS,3,low,yes,no,no,INTP,sometimes,sometimes,always,sometimes,always,never,never,always,always,sometimes,always,always,always,sometimes,always,always,never,always,sometimes,always,always,never,never,sometimes,always,always,always,always,always,always,always,never,always,never,sometimes,never,always,never,never,1.5795,Superior
2018-02518,22,M,CS,3,lower middle,yes,no,no,INTJ,sometimes,always,always,always,always,sometimes,sometimes,always,always,never,always,always,always,never,always,sometimes,sometimes,always,sometimes,always,sometimes,never,never,sometimes,sometimes,never,never,always,always,sometimes,never,always,sometimes,sometimes,never,always,never,never,never,1.8182,Very-Satisfactory
2020-02166,20,F,CS,3,low,yes,no,no,ISTP,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,never,never,sometimes,always,never,always,never,always,never,never,sometimes,sometimes,sometimes,2.4545,Satisfactory
2020-01254,21,M,CS,3,low,yes,yes,no,INTJ,sometimes,always,always,sometimes,always,sometime,sometimes,always,always,sometimes,always,sometimes,always,never,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,never,sometimes,always,never,never,always,always,never,never,never,always,2.4659,Satisfactory
2020-01286,20,F,CS,3,low,yes,no,no,ISTP,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,never,sometimes,sometimes,never,never,sometimes,always,1.6023,Superior
2020-01326,20,M,CS,3,low,yes,no,no,ISTP,sometimes,never,always,sometimes,always,sometimes,never,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,1.8295,Very-Satisfactory
2020-02176,20,M,CS,3,low,no,yes,no,ESFJ,always,always,always,sometimes,sometimes,never,always,always,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,sometimes,sometimes,always,sometimes,always,sometimes,never,sometimes,sometimes,always,always,always,always,sometimes,never,always,always,sometimes,never,2.2841,Satisfactory
2020-01189,21,F,CS,3,low,yes,no,no,INTJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,always,always,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,never,sometimes,sometimes,sometimes,always,never,never,2.0909,Very-Satisfactory
2020-01269,22,M,CS,3,low,yes,no,no,ISFP,sometime,sometimes,always,always,always,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,never,always,sometimes,always,never,sometimes,always,never,sometimes,sometimes,sometimes,never,never,never,sometimes,sometimes,2.0909,Very-Satisfactory
2020-01311,21,M,CS,3,lower middle,yes,no,no,ENFJ,sometimes,sometimes,always,always,always,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,always,always,always,always,sometimes,never,never,sometimes,always,sometimes,always,always,never,sometimes,never,always,never,sometimes,never,never,always,never,never,1.7614,Very-Satisfactory
2020-04111,21,M,CS,3,middle,yes,no,no,ESFJ,sometimes,sometimes,never,sometimes,never,never,always,always,sometimes,always,always,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,never,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,always,never,always,sometimes,sometimes,never,sometimes,sometimes,always,sometimes,1.9091,Very-Satisfactory
2019-00893,22,M,CS,3,low,yes,no,no,ISTP,sometimes,never,sometimes,never,sometimes,never,never,always,sometimes,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,never,never,never,never,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.7614,Fairly-Satisfactory
2018-02655,23,M,CS,3,lower middle,yes,no,no,ESFJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,sometimes,always,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,always,never,sometimes,always,never,never,never,always,never,never,never,always,never,2.2386,Very-Satisfactory
2020-01290,20,F,CS,3,low,yes,no,no,INTJ,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,always,always,always,sometimes,always,never,never,never,always,sometimes,sometimes,never,never,always,never,never,never,always,never,always,always,sometimes,sometimes,2.3182,Satisfactory
2020-01178,23,M,CS,3,lower middle,yes,no,no,ISTP,sometimes,sometimes,sometimes,never,always,always,sometimes,always,always,sometimes,always,always,always,never,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,always,sometimes,never,always,never,always,never,always,never,always,never,sometimes,sometimes,always,sometimes,1.6932,Superior
2020-01241,21,M,CS,3,upper middle,yes,no,no,ENTP,sometimes,never,always,always,always,never,always,always,sometimes,always,sometimes,always,never,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.875,Very-Satisfactory
2020-01524,20,M,CS,3,low,yes,no,no,INFJ,sometimes,always,always,always,always,always,always,always,sometimes,always,always,always,always,always,always,always,always,always,always,always,always,always,always,never,sometimes,sometimes,sometimes,never,never,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.9091,Very-Satisfactory
2020-03382,20,M,CS,3,lower middle,yes,yes,no,INTP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,never,always,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,never,never,never,never,sometimes,sometimes,sometimes,never,always,sometimes,never,always,never,never,never,sometimes,always,sometimes,sometimes,1.5909,Superior
2020-04110,21,M,CS,3,low,yes,no,no,ISFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,never,never,always,never,never,always,always,never,2.6705,Satisfactory
2020-01855,20,F,CS,3,low,yes,no,no,ISFJ,sometimes,sometimes,always,sometimes,always,never,always,always,always,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,always,always,sometimes,always,always,always,always,sometimes,always,never,always,never,always,sometimes,always,always,sometimes,sometimes,1.9773,Very-Satisfactory
2020-01309,20,F,CS,3,lower middle,yes,no,no,ENTJ,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,always,never,always,never,sometimes,always,sometimes,sometimes,2.2841,Satisfactory
2018-02792,22,F,CS,3,lower middle,yes,yes,no,INFJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,always,always,always,sometimes,never,always,sometimes,sometimes,always,sometimes,always,always,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,1.5682,Superior
2020-01160,22,F,CS,3,low,yes,no,no,ENFJ,sometimes,sometimes,always,always,always,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,always,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,2.1477,Very-Satisfactory
2019-00175,22,F,CS,4,low ,yes,no,no,ISFJ,sometimes,sometimes,always,always,always,always,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,always,always,always,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,always,never,never,sometimes,always,never,never,never,always,never,2.25,Satisfactory
2019-01244,,M,CS,4,lower middle,yes,no,no,ENTJ,sometimes,sometimes,always,sometimes,sometimes,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.1447,Very-Satisfactory
2019-00649,22,M,CS,4,low,yes,no,no,ESFJ,sometimes,sometimes,always,never,always,sometimes,always,always,always,sometimes,always,always,always,never,sometimes,always,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,always,never,sometimes,never,never,always,never,never,2.0921,Very-Satisfactory
2019-02470,21,M,CS,4,low,yes,no,no,ENFP,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,always,never,sometimes,never,always,sometimes,never,sometimes,2.5658,Satisfactory
2019-00458,21,F,CS,4,low,yes,no,yes,ISFP,sometimes,sometimes,always,never,always,always,sometimes,always,always,always,sometimes,always,sometimes,never,always,always,sometimes,always,sometimes,sometimes,never,never,never,always,always,sometimes,always,never,never,always,never,always,never,always,never,sometimes,sometimes,sometimes,sometimes,1.9605,Very-Satisfactory
2017-00492,21,F,CS,4,low,yes,no,no,ENFJ,sometimes,sometimes,always,never,sometimes,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.25,Satisfactory
2019-00139,21,M,CS,4,low,yes,yes,no,ENFJ,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.9211,Very-Satisfactory
2019-00077,21,M,CS,4,low,yes,no,no,INTP,never,sometimes,sometimes,never,sometimes,never,never,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,never,sometimes,never,never,never,never,sometimes,sometimes,sometimes,2.4868,Satisfactory
2019-00080,22,M,CS,4,middle,yes,no,no,ISFJ,sometimes,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,always,always,always,always,always,always,always,always,sometimes,always,sometimes,always,always,always,always,always,always,always,sometimes,sometimes,never,always,sometimes,sometimes,sometimes,2.4605,Satisfactory
2019-01072,21,M,CS,4,middle,yes,no,no,ISTP,always,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,never,always,always,always,sometimes,never,sometimes,always,sometimes,always,always,always,sometimes,always,never,always,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,2.4079,Satisfactory
2019-01246,23,M,CS,4,low,yes,no,no,INTJ,sometimes,sometimes,always,sometimes,always,never,always,Always,always,sometimes,always,always,never,never,always,always,always,always,always,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,never,always,always,sometimes,always,never,sometimes,sometimes,never,sometimes,sometimes,always,2.25,Satisfactory
2010-01166,21,M,CS,4,lower middle,yes,no,no,ISTJ,never,never,sometimes,never,always,always,never,Always,Sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,never,always,sometimes,never,never,sometimes,never,always,always,sometimes,always,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,1.9605,Very-Satisfactory
2019-00069,21,M,CS,4,middle,yes,no,no,ISFJ,sometimes,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,Sometimes,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,2.2632,Satisfactory
2016-00101,23,M,CS,4,lower middle,yes,no,no,INTJ,Sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.1184,Very-Satisfactory
2019-00640,21,F,CS,4,lower middle,yes,no,no,ISFJ,never,never,sometimes,sometimes,always,sometimes,never,always,always,never,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,never,never,never,never,never,never,sometimes,never,never,never,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,always,always,1.9211,Very-Satisfactory
2019-00126,21,M,CS,4,low,yes,no,no,ESFJ,never,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,never,always,sometimes,always,never,always,always,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,4.3684,Barely-Satisfactory
